budget_x,country,date_x,genre,names,orig_lang,orig_title,Sum of Profit/Loss,revenue,score,status
2410000,AU,03-06-1986,"Action, War",Missing in Action 2: The Beginning, English,Missing in Action 2: The Beginning,8345447,10755447,59, Released
2412000,AU,07-07-2022,Drama,Compartment No. 6, Finnish, Hytti nro 6,136396687,138808687,71, Released
241940000,GB,04-07-2023,Documentary,Grenfell, No Language,Grenfell,-66670001.19999999,175269998.8,0, Released
241940000,GB,06-05-2023,"Thriller, Romance",Darker Shades of Summer, English,Darker Shades of Summer,-63580137,178359863,0, In Production
241940000,TR,04-07-2023,Documentary,"Days of Fire, Love and Anarchy", Turkish," Aşk, Ateş ve Anarşi Günleri: Türk Sinemateki ve Onat Kutlar",-66670001.19999999,175269998.8,0, Released
241940000,US,03/29/2016,Documentary,Mira, English,Mira,-66670001.19999999,175269998.8,0, Released
241940000,US,04-09-2023,Documentary,"Lying in Bed Alone, Breathing", English,"Lying in Bed Alone, Breathing",-66670001.19999999,175269998.8,0, Released
241940000,US,08-09-2019,Documentary,DC Spotlight: SHAZAM!, English,DC Spotlight: SHAZAM!,-66670001.19999999,175269998.8,0, Released
241940000,US,12-02-2022,Documentary,The Story of Super Mario Kart, English,The Story of Super Mario Kart,-66670001.19999999,175269998.8,0, Released
241940000,UY,04-07-2023,Documentary,Questions for Memories, English,Questions for Memories,-66670001.19999999,175269998.8,0, Released
24200000,FR,07-08-2022,"Drama, Romance",Dangerous Liaisons, French, Les liaisons dangereuses,-13752421,10447579,59, Released
24200000,GB,03-10-1989,"Drama, Romance",Dangerous Liaisons, English,Dangerous Liaisons,-13752421,10447579,72, Released
24220050,AU,09-08-2022,"Romance, Drama",After Ever Happy, English,After Ever Happy,-11752780,12467270,69, Released
24292400,AU,01/31/2008,"Comedy, Drama, Family, Fantasy, Science Fiction",CJ7, Cantonese, 長江七號,23009071,47301471,72, Released
24309793.2,CN,12/20/2010,"Action, Comedy",Let the Bullets Fly, Chinese, 让子弹飞,80421656.8,104731450,76, Released
24322800,JP,07-08-2017,"Fantasy, Adventure, Animation, Family",Mary and The Witch's Flower, Japanese, メアリと魔女の花,17847289,42170089,71, Released
24350000,AU,02-10-2022,"Drama, History, Romance",Benedetta, French,Benedetta,-21697275,2652725,67, Released
24393503,US,02-11-2022,"Comedy, Romance",Tall Girl 2, English,Tall Girl 2,26040143,50433646,58, Released
24413000,JP,08-07-2015,"Animation, Action, Comedy",Boruto: Naruto the Movie, Japanese, BORUTO -NARUTO THE MOVIE-,15087000,39500000,76, Released
24440400,HK,02/13/1999,"Comedy, Drama, Romance",King of Comedy, Cantonese, 喜劇之王,-24437416,2984,72, Released
24451800,HK,04/16/1992,"Action, Comedy",Once Upon a Time in China II, Cantonese, 黃飛鴻之二 男兒當自強,5947876,30399676,71, Released
24457676,KR,07/20/2022,"Science Fiction, Action, Fantasy, Adventure",Alienoid, Korean, 외계+인 1부,76098517.8,100556193.8,72, Released
244940000,AU,04/27/2023,"Horror, Thriller",The Black Demon, English,The Black Demon,-69670001.19999999,175269998.8,0, Post Production
244940000,US,04/14/2023,"Horror, Thriller",Nefarious, English,Nefarious,-69670001.19999999,175269998.8,0, Post Production
244940000,US,07-07-2023,"Horror, Thriller",Insidious: The Red Door, English,Insidious: The Red Door,-69670001.19999999,175269998.8,0, Post Production
24500000,AU,01/20/1987,"Adventure, Drama, Action, History",The Mission, English,The Mission,-7281977,17218023,74, Released
245000000,AU,12/17/2015,"Adventure, Action, Science Fiction, Fantasy",Star Wars: The Force Awakens, English,Star Wars: The Force Awakens,1823223624,2068223624,73, Released
245000000,US,03/13/2015,"Action, Adventure, Drama, Fantasy",David and Goliath, English,David and Goliath,450603768.6,695603768.6,60, Released
24570496.6,AU,12-09-2016,"Horror, Mystery",The Autopsy of Jane Doe, English,The Autopsy of Jane Doe,-18597554.6,5972942,67, Released
24598700.6,US,05-08-2015,"Comedy, Romance",Playing It Cool, English,Playing It Cool,-23275285.6,1323415,59, Released
246000000,DE,04-06-2023,"TV Movie, Comedy, Romance",Stepping into Love, English,Stepping into Love,-67640137,178359863,0, Released
246000000,US,04-08-2023,"TV Movie, Comedy, Romance",The Professional Bridesmaid, English,The Professional Bridesmaid,-67640137,178359863,0, Released
246000000,US,06/23/2023,"Comedy, Romance",No Hard Feelings, English,No Hard Feelings,-67640137,178359863,0, Post Production
246000000,US,09-08-2023,"Horror, Mystery",The Nun 2, English,The Nun 2,-70730001.19999999,175269998.8,0, In Production
24625000,FR,04-08-2018,"Comedy, Action",Taxi 5, French,Taxi 5,13975000,38600000,55, Released
24685792,AU,01-01-2021,"Romance, Drama",After We Collided, English,After We Collided,17314208,42000000,72, Released
24720400,AU,11-08-2014,"Animation, Family, Adventure, Action, Comedy, Drama",Pokémon the Movie: Diancie and the Cocoon of Destruction, Japanese, ポケモン・ザ・ムービーXY 破壊の繭とディアンシー,220740789.2,245461189.2,66, Released
2479000,AU,01/23/1959,"Mystery, Romance, Thriller",Vertigo, English,Vertigo,5318728,7797728,82, Released
2480000,ES,11-04-2022,"Drama, Horror",13 Exorcisms," Spanish, Castilian", 13 exorcismos,-588481,1891519,55, Released
24812400,JP,07-10-1993,"Action, Animation, Science Fiction",Dragon Ball Z: Bojack Unbound, Japanese, ドラゴンボールZ 銀河ギリギリ!! ぶっちぎりの凄い奴,-4712400,20100000,71, Released
24840000,AU,09-05-2005,"Adventure, Fantasy, Animation, Drama, Family",The Cat Returns, Japanese, 猫の恩返し,29176370,54016370,72, Released
2485518,DK,09/29/2011,"Animation, Adventure, Fantasy",Ronal the Barbarian, Danish, Ronal Barbaren,-82109,2403409,60, Released
2486600,GB,07/22/2022,"Thriller, Horror, Drama",She Will, English,She Will,-2445642,40958,57, Released
2489917,US,02/18/2022,"Horror, Fantasy, Mystery",The Cursed, English,The Cursed,2098472,4588389,69, Released
2492000,KR,08/14/2013,"Action, Science Fiction",The Flu, Korean, 감기,17283853,19775853,75, Released
24953000,AU,07-09-2014,"Thriller, Mystery",Enemy, English,Enemy,-21556274,3396726,69, Released
250,US,06/20/2006,Horror,The Wailer," Spanish, Castilian", La llorona,170176306.2,170176556.2,69, Released
25000,US,04/27/1956,"Science Fiction, Horror","Godzilla, King of the Monsters!", English,"Godzilla, King of the Monsters!",1975000,2000000,66, Released
250000,AU,01-01-2016,"Crime, Action, Drama",Mr. Six, Chinese, 老炮儿,204250032.6,204500032.6,68, Released
250000,AU,03/20/1952,"Crime, Drama, Mystery",Rashomon, Japanese, 羅生門,-153432,96568,81, Released
250000,AU,05-11-2023,"Thriller, Crime, Drama",November, French, Novembre,-58138,191862,73, Released
250000,AU,06/18/1997,"Comedy, Drama, Romance",Chasing Amy, English,Chasing Amy,14905095,15155095,68, Released
250000,AU,09-08-2000,"Horror, Drama",Audition, Japanese, オーディション,109853,359853,71, Released
250000,AU,10/28/2022,Horror,Terrifier 2, English,Terrifier 2,12714783,12964783,69, Released
250000,AU,12-05-2022,"Animation, Fantasy, Horror, Science Fiction",Mad God, English,Mad God,72619,322619,69, Released
250000,CA,09-09-1997,"Thriller, Science Fiction, Mystery",Cube, English,Cube,8719065,8969065,68, Released
250000,CN,03/31/2017,"Action, Crime, Thriller",Extraordinary Mission, Chinese, 非凡任务,197554602.6,197804602.6,65, Released
250000,JP,03-01-1963,"Crime, Drama, Mystery, Thriller",High and Low, Japanese, 天国と地獄,73044091.6,73294091.6,83, Released
250000,JP,10/22/2021,"Thriller, Mystery, Science Fiction, Horror",Cube, Japanese, CUBE 一度入ったら、最後,8719065,8969065,55, Released
250000,US,03/31/2010,"Drama, TV Movie",Road to Emmaus, English,Road to Emmaus,244630940,244880940,66, Released
250000,US,06/21/2002,"Crime, Drama, Thriller",Dahmer, English,Dahmer,-105992,144008,53, Released
250000,US,08/13/1963,"Thriller, Adventure, Drama",Lord of the Flies, English,Lord of the Flies,229853083.6,230103083.6,67, Released
250000,US,11-04-2021,"War, History, Drama",Amina, English,Amina,-250000,0,65, Released
2500000,AR,07/18/2013,"Animation, Adventure, Romance",Underdogs," Spanish, Castilian", Metegol,-1107351,1392649,66, Released
2500000,AU,01-02-1964,"Action, Thriller, Adventure",From Russia with Love, English,From Russia with Love,76400000,78900000,71, Released
2500000,AU,01-09-1997,"Comedy, Drama, Romance, Music",That Thing You Do!, English,That Thing You Do!,32057416,34557416,69, Released
2500000,AU,02/24/1995,"Drama, Romance",Before Sunrise, English,Before Sunrise,3191852,5691852,80, Released
2500000,AU,02-05-2021,"Drama, Romance",Malcolm & Marie, English,Malcolm & Marie,-2500000,0,71, Released
2500000,AU,02-08-1962,"Comedy, Romance",Breakfast at Tiffany's, English,Breakfast at Tiffany's,7000000,9500000,77, Released
2500000,AU,03/26/1992,Drama,My Own Private Idaho, English,My Own Private Idaho,3902775,6402775,71, Released
2500000,AU,03/27/1985,"Music, Comedy",This Is Spinal Tap, English,This Is Spinal Tap,2236202,4736202,75, Released
2500000,AU,04/29/1982,Horror,Halloween II, English,Halloween II,23033818,25533818,66, Released
2500000,AU,05/26/1994,"Thriller, Crime, Romance, Drama",The Last Seduction, English,The Last Seduction,255220413.2,257720413.2,68, Released
2500000,AU,05/26/2016,"Adventure, Comedy, Drama",Hunt for the Wilderpeople, English,Hunt for the Wilderpeople,21400842,23900842,77, Released
2500000,AU,06/16/1983,"Horror, Mystery, Science Fiction",Halloween III: Season of the Witch, English,Halloween III: Season of the Witch,11900000,14400000,51, Released
2500000,AU,08/20/2021,"Comedy, Fantasy, Horror",The Lair of the White Worm, English,The Lair of the White Worm,-1310685,1189315,59, Released
2500000,AU,08-06-2012,Horror,The Birds, English,The Birds,9000000,11500000,75, Released
2500000,AU,09-02-2004,"Adventure, Drama, Action",Zatoichi, Japanese, 座頭市,31696922,34196922,73, Released
2500000,AU,11/20/2008,Drama,Normal, English,Normal,4137749.8,6637749.8,55, Released
2500000,AU,11-05-2021,"Science Fiction, Drama, Adventure",Finch, English,Finch,58916888,61416888,80, Released
2500000,AU,12/19/1967,"Crime, Drama",Bonnie and Clyde, English,Bonnie and Clyde,48200128,50700128,75, Released
2500000,AU,12-05-2013,"Comedy, Drama, Romance",The Spectacular Now, English,The Spectacular Now,4416951,6916951,66, Released
2500000,DE,08/26/2021,"Horror, Science Fiction, Comedy",Sky Sharks, English,Sky Sharks,-2500000,0,50, Released
2500000,DK,07/17/1998,"Drama, Comedy",The Idiots, Danish, Idioterne,-2492765,7235,65, Released
2500000,MX,08/13/1970,"Adventure, War, Western",Two Mules for Sister Sara, English,Two Mules for Sister Sara,2550000,5050000,70, Released
2500000,RU,01/18/2018,"Action, Drama, Fantasy, History, Adventure",The Last Warrior, Russian, Скиф,-1446998,1053002,60, Released
2500000,US,01-11-2013,"Comedy, Horror",A Haunted House, English,A Haunted House,57422558,59922558,58, Released
2500000,US,02/18/2022,"Thriller, Adventure",The Ledge, English,The Ledge,247484799.4,249984799.4,66, Released
2500000,US,03-09-1990,Comedy,House Party, English,House Party,23886000,26386000,64, Released
2500000,US,03-12-1999,"Fantasy, Horror",Wishmaster 2: Evil Never Dies, English,Wishmaster 2: Evil Never Dies,8031010.800000001,10531010.8,54, Released
2500000,US,05/20/1971,"Action, Science Fiction",Escape from the Planet of the Apes, English,Escape from the Planet of the Apes,9800000,12300000,63, Released
2500000,US,05/28/1963,"Western, Drama",Hud, English,Hud,7500000,10000000,73, Released
2500000,US,08/21/2010,"Horror, Action, Science Fiction, Thriller",Lake Placid 3, English,Lake Placid 3,772708.3999999999,3272708.4,52, Released
2500000,US,08/28/2009,Horror,Halloween II, English,Halloween II,23033818,25533818,54, Released
2500000,US,08-03-1955,"Crime, Drama, Mystery, Romance, Thriller",To Catch a Thief, English,To Catch a Thief,6250000,8750000,73, Released
2500000,US,09/21/2012,Drama,About Cherry, English,About Cherry,-2491685,8315,45, Released
2500000,US,09-06-2013,"Comedy, Horror",Hell Baby, English,Hell Baby,2107463.4000000004,4607463.4,52, Released
2500000,US,10-01-2010,"Horror, Comedy, Thriller",Hatchet II, English,Hatchet II,-2343810,156190,55, Released
2500000,US,10-09-2001,Horror,Children of the Corn: Revelation, English,Children of the Corn: Revelation,-1259738.4,1240261.6,40, Released
25000000,AU,01/13/2018,"Horror, Comedy",Boo 2! A Madea Halloween, English,Boo 2! A Madea Halloween,23333932,48333932,57, Released
25000000,AU,01/14/1993,"Thriller, Action, Drama, Music, Romance",The Bodyguard, English,The Bodyguard,386006740,411006740,67, Released
25000000,AU,01/14/2010,"Drama, Romance",Up in the Air, English,Up in the Air,141842739,166842739,68, Released
25000000,AU,01/17/2008,"Action, Thriller, Science Fiction",Cloverfield, English,Cloverfield,146302226,171302226,67, Released
25000000,AU,01/17/2019,"Drama, History",Mary Queen of Scots, English,Mary Queen of Scots,23481754,48481754,66, Released
25000000,AU,01/23/2020,"Drama, Crime, History",Just Mercy, English,Just Mercy,25394773,50394773,79, Released
25000000,AU,01/24/1994,"Comedy, Drama, Family",Mrs. Doubtfire, English,Mrs. Doubtfire,416286003,441286003,72, Released
25000000,AU,01/28/2010,"Adventure, Drama",The Road, English,The Road,4206732,29206732,70, Released
25000000,AU,01-01-1986,"Adventure, Action, Comedy, Romance",The Jewel of the Nile, English,The Jewel of the Nile,71773200,96773200,62, Released
25000000,AU,01-02-1986,"Adventure, Fantasy",Legend, English,Legend,-1493763,23506237,62, Released
25000000,AU,01-02-1986,"Adventure, Fantasy",Legend, English,Legend,17425450,42425450,62, Released
25000000,AU,01-12-2006,"Fantasy, Comedy, Family",Nanny McPhee, English,Nanny McPhee,103745578,128745578,66, Released
25000000,AU,01-12-2009,Drama,Gran Torino, English,Gran Torino,249543085,274543085,80, Released
25000000,AU,01-12-2012,"Thriller, Action, Drama, Crime",Contraband, English,Contraband,73406855,98406855,63, Released
25000000,AU,02/13/2003,"Action, Comedy",Undercover Brother, English,Undercover Brother,15796145,40796145,58, Released
25000000,AU,02/14/2001,"Comedy, Drama, Romance",Chocolat, English,Chocolat,127500343,152500343,70, Released
25000000,AU,02/16/1994,"Western, Action",Tombstone, English,Tombstone,31505065,56505065,76, Released
25000000,AU,02/16/1995,"Drama, Crime",The Shawshank Redemption, English,The Shawshank Redemption,3419159,28419159,87, Released
25000000,AU,02/16/2012,"Drama, Thriller, Action, Adventure",The Grey, English,The Grey,56249176,81249176,66, Released
25000000,AU,02/16/2017,"Drama, History",Hidden Figures, English,Hidden Figures,205677636,230677636,81, Released
25000000,AU,02/20/2020,"History, Drama, Mystery, Thriller",The Professor and the Madman, English,The Professor and the Madman,-18646153,6353847,72, Released
25000000,AU,02/21/2008,"Family, Drama, Music",August Rush, English,August Rush,39605762,64605762,74, Released
25000000,AU,02/23/1989,Drama,Rain Man, English,Rain Man,387800000,412800000,78, Released
25000000,AU,02/25/2004,Drama,The Passion of the Christ, English,The Passion of the Christ,597313635,622313635,74, Released
25000000,AU,02-01-1984,"Action, Crime, Drama",Scarface, English,Scarface,19942821,44942821,82, Released
25000000,AU,02-03-2022,Drama,Belfast, English,Belfast,5000000,30000000,71, Released
25000000,AU,02-04-2008,Drama,There Will Be Blood, English,There Will Be Blood,52208672,77208672,81, Released
25000000,AU,02-05-2004,Horror,Jeepers Creepers 2, English,Jeepers Creepers 2,94923801,119923801,61, Released
25000000,AU,02-10-2005,"Horror, Mystery",Hide and Seek, English,Hide and Seek,98696741,123696741,64, Released
25000000,AU,02-10-2011,"Comedy, Romance",No Strings Attached, English,No Strings Attached,124228078,149228078,63, Released
25000000,AU,02-12-2014,"Action, Comedy",Ride Along, English,Ride Along,128733800,153733800,62, Released
25000000,AU,03/24/1997,"Science Fiction, Thriller",The Arrival, English,The Arrival,-10936669,14063331,60, Released
25000000,AU,03/26/1987,"Action, Drama",Over the Top, English,Over the Top,-8942420,16057580,64, Released
25000000,AU,03/26/2015,"Family, Animation, Comedy, Adventure",Shaun the Sheep Movie, English,Shaun the Sheep Movie,81209378,106209378,70, Released
25000000,AU,03/27/2003,"Action, Crime, Drama",Cradle 2 the Grave, English,Cradle 2 the Grave,31434942,56434942,61, Released
25000000,AU,03/28/2002,"Family, Action, Adventure, Animation, Comedy, Science Fiction",Jimmy Neutron: Boy Genius, English,Jimmy Neutron: Boy Genius,77992536,102992536,59, Released
25000000,AU,03/28/2007,"Family, Comedy",Mr. Bean's Holiday, English,Mr. Bean's Holiday,207225908,232225908,63, Released
25000000,AU,03/31/1988,"Science Fiction, Comedy, Family, Fantasy",*batteries not included, English,*batteries not included,40088797,65088797,67, Released
25000000,AU,03-01-2012,"Comedy, Drama",Carnage, English,Carnage,13112154,38112154,72, Released
25000000,AU,03-04-2010,"Drama, Romance, War",Dear John, English,Dear John,117033509,142033509,68, Released
25000000,AU,03-08-2004,"Action, Adventure, Comedy, Crime, Family, Romance",Agent Cody Banks, English,Agent Cody Banks,33240458,58240458,54, Released
25000000,AU,03-10-1993,"Crime, Drama, Thriller",Falling Down, English,Falling Down,15903593,40903593,74, Released
25000000,AU,04/14/2022,"Action, Adventure, Science Fiction",Everything Everywhere All at Once, English,Everything Everywhere All at Once,89900000,114900000,79, Released
25000000,AU,04/19/2012,"Drama, Romance",The Lucky One, English,The Lucky One,71633833,96633833,71, Released
25000000,AU,04/24/2008,"Thriller, Mystery",Deception, English,Deception,-12149967,12850033,59, Released
25000000,AU,04/27/1997,Comedy,Vegas Vacation, English,Vegas Vacation,11400360,36400360,61, Released
25000000,AU,04/27/2006,"Horror, Mystery",Final Destination 3, English,Final Destination 3,87798051,112798051,61, Released
25000000,AU,04/28/2016,"Comedy, Drama, Romance",Mother's Day, English,Mother's Day,23782670,48782670,60, Released
25000000,AU,04-01-2004,"Mystery, Fantasy, Adventure, Comedy",Scooby-Doo 2: Monsters Unleashed, English,Scooby-Doo 2: Monsters Unleashed,155856996,180856996,60, Released
25000000,AU,04-03-2003,"Drama, Comedy, Thriller, Romance",Punch-Drunk Love, English,Punch-Drunk Love,-408969,24591031,71, Released
25000000,AU,04-04-2008,Horror,The Ruins, English,The Ruins,-2089437,22910563,59, Released
25000000,AU,04-06-2007,"Drama, Action, Thriller, Crime",The Contract, English,The Contract,-19450800,5549200,57, Released
25000000,AU,04-12-2001,"Adventure, Comedy",Crocodile Dundee in Los Angeles, English,Crocodile Dundee in Los Angeles,14393111,39393111,52, Released
25000000,AU,05/13/2004,"Drama, Romance",Dirty Dancing: Havana Nights, English,Dirty Dancing: Havana Nights,2685016,27685016,64, Released
25000000,AU,05/23/1991,"Drama, Mystery, Horror",Jacob's Ladder, English,Jacob's Ladder,1118851,26118851,74, Released
25000000,AU,05/28/2008,"Crime, Thriller, Mystery",Cleaner, English,Cleaner,-19203370,5796630,60, Released
25000000,AU,05/31/2017,Comedy,Fist Fight, English,Fist Fight,15286416,40286416,61, Released
25000000,AU,05/31/2017,Horror,Rings, English,Rings,57917283,82917283,50, Released
25000000,AU,05-08-1986,"Animation, Adventure, Family",The Black Cauldron, English,The Black Cauldron,-3711308,21288692,65, Released
25000000,AU,06/14/2007,"Adventure, Drama, Family",Bridge to Terabithia, English,Bridge to Terabithia,112984788,137984788,73, Released
25000000,AU,06/15/1989,"Adventure, Horror, Action, Thriller, Science Fiction",Leviathan, English,Leviathan,-9295386,15704614,59, Released
25000000,AU,06/15/2014,Horror,Possession, French,Possession,-10194188,14805812,74, Released
25000000,AU,06/23/2005,"Family, Drama, Comedy",Ice Princess, English,Ice Princess,732334,25732334,64, Released
25000000,AU,06/24/2011,"Romance, Adventure, Action, History",Ironclad, English,Ironclad,-19702589,5297411,62, Released
25000000,AU,06-06-1991,"Science Fiction, Adventure, Action, Comedy, Family",Teenage Mutant Ninja Turtles II: The Secret of the Ooze, English,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,53656813,78656813,61, Released
25000000,AU,07/20/2011,"Adventure, Drama",The Eagle, English,The Eagle,13993548,38993548,62, Released
25000000,AU,07/26/2001,"Comedy, Romance, Drama",Bridget Jones's Diary, English,Bridget Jones's Diary,252902373,277902373,68, Released
25000000,AU,07-01-1986,"Action, Adventure, Comedy, Fantasy",Big Trouble in Little China, English,Big Trouble in Little China,-13791033,11208967,72, Released
25000000,AU,07-01-1999,"Romance, Comedy, Drama",Never Been Kissed, English,Never Been Kissed,59565230,84565230,62, Released
25000000,AU,07-04-1996,Comedy,Kingpin, English,Kingpin,7223424,32223424,65, Released
25000000,AU,07-04-2013,"Action, Drama",Man of Tai Chi, English,Man of Tai Chi,-22945059,2054941,60, Released
25000000,AU,08/14/2008,"Action, Thriller",Taken, English,Taken,201941585,226941585,74, Released
25000000,AU,08/15/1985,"Horror, Science Fiction, Thriller",Lifeforce, English,Lifeforce,-13396455,11603545,63, Released
25000000,AU,08/17/2004,"Action, Comedy, Science Fiction",Tank Girl, English,Tank Girl,-20935667,4064333,54, Released
25000000,AU,08/20/1993,"Action, Comedy, War",Hot Shots! Part Deux, English,Hot Shots! Part Deux,108752825,133752825,65, Released
25000000,AU,08/25/2009,"Action, Adventure, Drama, Romance",Arn: The Knight Templar, Swedish, Arn: Tempelriddaren,209882878.8,234882878.8,63, Released
25000000,AU,08/25/2011,"Fantasy, Horror, Thriller",Don't Be Afraid of the Dark, English,Don't Be Afraid of the Dark,14126427,39126427,57, Released
25000000,AU,08/26/2004,"Comedy, Romance",The Girl Next Door, English,The Girl Next Door,6635150,31635150,67, Released
25000000,AU,08/26/2021,"Horror, Mystery, Thriller",Candyman, English,Candyman,52411570,77411570,61, Released
25000000,AU,08/30/2014,Drama,The Butler, English,The Butler,90922175,115922175,73, Released
25000000,AU,08-10-1989,"Action, Adventure, Comedy, Crime, Thriller",Lethal Weapon 2, English,Lethal Weapon 2,202853986,227853986,70, Released
25000000,AU,08-12-2004,Comedy,EuroTrip, English,EuroTrip,-4203153,20796847,65, Released
25000000,AU,09/14/2007,"Action, Thriller",War, English,War,15686409,40686409,63, Released
25000000,AU,09/20/2007,"Family, Action, Adventure, Comedy, Fantasy, Science Fiction",Underdog, English,Underdog,40270477,65270477,54, Released
25000000,AU,09/25/2008,"Romance, Comedy",The House Bunny, English,The House Bunny,46390601,71390601,57, Released
25000000,AU,09/27/1990,"Drama, Crime",GoodFellas, English,GoodFellas,21835000,46835000,85, Released
25000000,AU,09/28/2017,"Comedy, Drama, History",Battle of the Sexes, English,Battle of the Sexes,-6554621,18445379,68, Released
25000000,AU,09/28/2018,"Science Fiction, Action",Venom, English,Venom,-24118255,881745,68, Released
25000000,AU,09/29/2005,"Science Fiction, Action, Adventure, Thriller",Serenity, English,Serenity,-11991196,13008804,74, Released
25000000,AU,09-01-2011,Drama,The Help, English,The Help,188120004,213120004,82, Released
25000000,AU,09-03-1987,"Crime, Drama, History, Thriller",The Untouchables, English,The Untouchables,51271995,76271995,78, Released
25000000,AU,09-03-2003,"Comedy, Romance","Legally Blonde 2: Red, White & Blonde", English,"Legally Blonde 2: Red, White & Blonde",100339088,125339088,56, Released
25000000,AU,09-10-2014,"Drama, Science Fiction",The Giver, English,The Giver,41540205,66540205,65, Released
25000000,AU,09-10-2020,"Comedy, Science Fiction, Adventure",Bill & Ted Face the Music, English,Bill & Ted Face the Music,-18744370,6255630,59, Released
25000000,AU,10/13/1998,"Drama, History",Elizabeth, English,Elizabeth,57150642,82150642,72, Released
25000000,AU,10/15/2000,"Action, Crime, Thriller",Romeo Must Die, English,Romeo Must Die,66036760,91036760,62, Released
25000000,AU,10/15/2015,"Crime, Thriller",Legend, English,Legend,-1493763,23506237,70, Released
25000000,AU,10/15/2015,"Crime, Thriller",Legend, English,Legend,17425450,42425450,70, Released
25000000,AU,10/21/2004,Comedy,Anchorman: The Legend of Ron Burgundy, English,Anchorman: The Legend of Ron Burgundy,64476265,89476265,67, Released
25000000,AU,10/23/2003,Horror,Freddy vs. Jason, English,Freddy vs. Jason,89576403,114576403,60, Released
25000000,AU,10/24/2010,"Action, Adventure, Crime, Mystery, Thriller",The Losers, English,The Losers,4863840,29863840,63, Released
25000000,AU,10/25/2007,"Comedy, Romance",Good Luck Chuck, English,Good Luck Chuck,35709968,60709968,59, Released
25000000,AU,10/25/2018,Drama,Beautiful Boy, English,Beautiful Boy,-11685438,13314562,76, Released
25000000,AU,10/29/2009,"Thriller, Science Fiction",The Box, English,The Box,9356760,34356760,56, Released
25000000,AU,10-01-1986,"Action, Crime, Thriller",Cobra, English,Cobra,24042224,49042224,60, Released
25000000,AU,10-01-2005,"Horror, Thriller",Venom, English,Venom,-24118255,881745,55, Released
25000000,AU,10-07-2004,"Adventure, Action, Horror",Anacondas: The Hunt for the Blood Orchid, English,Anacondas: The Hunt for the Blood Orchid,45326393,70326393,54, Released
25000000,AU,10-10-2001,"Action, Crime, Thriller",Kiss of the Dragon, English,Kiss of the Dragon,11833473,36833473,68, Released
25000000,AU,11/15/2002,"Crime, Action, Thriller",Half Past Dead, English,Half Past Dead,-5766720,19233280,53, Released
25000000,AU,11/19/2020,"Drama, History",Mank, English,Mank,-24877748,122252,68, Released
25000000,AU,11/21/1996,"Comedy, Crime, Action",Bulletproof, English,Bulletproof,-2388046,22611954,57, Released
25000000,AU,11/23/2017,"Drama, Romance",Tulip Fever, English,Tulip Fever,-18207232,6792768,66, Released
25000000,AU,11/26/1987,"Drama, History",The Last Emperor, English,The Last Emperor,19005435,44005435,76, Released
25000000,AU,11/27/2011,"Drama, Action",Warrior, English,Warrior,-784615,24215385,78, Released
25000000,AU,11/29/2016,"Action, Comedy, Crime",Masterminds, English,Masterminds,5850666,30850666,57, Released
25000000,AU,11-01-2007,"Action, Thriller",Death Proof, English,Death Proof,6126421,31126421,68, Released
25000000,AU,11-06-1997,"Comedy, Crime",Nothing to Lose, English,Nothing to Lose,19480039,44480039,65, Released
25000000,AU,11-11-2004,"Action, Comedy, Thriller, Crime",Taxi, English,Taxi,46255003,71255003,56, Released
25000000,AU,11-11-2020,"Romance, Drama",All My Life, English,All My Life,-22975937,2024063,79, Released
25000000,AU,12/13/2018,"Action, Thriller",Peppermint, English,Peppermint,26800758,51800758,67, Released
25000000,AU,12/18/1986,"Comedy, Adventure, Western",¡Three Amigos!, English,¡Three Amigos!,14200000,39200000,63, Released
25000000,AU,12/18/1996,"Comedy, Family, Fantasy",Matilda, English,Matilda,-15244718,9755282,71, Released
25000000,AU,12/26/2007,"Crime, Drama, Thriller",No Country for Old Men, English,No Country for Old Men,139035753,164035753,79, Released
25000000,AU,12/26/2012,Comedy,Parental Guidance, English,Parental Guidance,95832383,120832383,59, Released
25000000,AU,12-04-1986,"Adventure, Family, Fantasy",Labyrinth, English,Labyrinth,-12270083,12729917,73, Released
25000000,AU,12-05-1996,"Action, Thriller",Maximum Risk, English,Maximum Risk,26702929,51702929,56, Released
25000000,AU,12-08-2022,"Family, Comedy, Fantasy",Roald Dahl's Matilda the Musical, English,Roald Dahl's Matilda the Musical,-11723501,13276499,68, Released
25000000,AU,12-09-2021,"Comedy, Drama, Romance",The French Dispatch, English,The French Dispatch,21333545,46333545,72, Released
25000000,AU,12-09-2021,"Horror, Science Fiction, Action",Resident Evil: Welcome to Raccoon City, English,Resident Evil: Welcome to Raccoon City,16909091,41909091,61, Released
25000000,AU,12-12-2005,"Drama, Adventure, History",The World's Fastest Indian, English,The World's Fastest Indian,-6008712,18991288,76, Released
25000000,BR,08/25/2008,"Drama, Mystery, Science Fiction, Thriller",Blindness, English,Blindness,-4947042,20052958,65, Released
25000000,CN,05/27/2017,"Action, History",God of War, Chinese, 荡寇风云,167580540.8,192580540.8,59, Released
25000000,FR,04/14/2010,"Fantasy, Adventure, Action, Mystery",The Extraordinary Adventures of Adèle Blanc-Sec, French, Les Aventures extraordinaires d'Adèle Blanc-Sec,9100000,34100000,61, Released
25000000,FR,10/21/1988,"Adventure, Drama, Family",The Bear, English, L'Ours,113241022,138241022,70, Released
